among;among;;
amongrogo;amongrogo;;
ampera;ampera;;
amplas;amplaz;;
amplaz;amplaz;;
amplop;amplop;;
ampun;ampun;;
ampunampun;ampun;;
amsterdam;amsterdam;;
amunisi;amunisi;;
anak;anak;;
anakanak;anak;;
anakku;anak;;
anaknya;anak;;
lare;anak;;
anakputuku;anak cucu;;
analisis;analisis;;
anarki;anarki;;
anarkis;anarki;;
anarkisme;anarki;;
terancam;ancam;;
mengancam;ancam;;
dian;ancam;;
diancam;ancam;;
ancam;ancaman;;
ancaman;ancaman;;
andai;andai;;
andaikan;andai;;
andainya;andai;;
seandainya;andai;;
andi;andi;;
andil;andil;;
andong;andong;;
andre;andre;;
andreasyusak;andreasyusak;;
andri;andri;;
andy;andy;;
aneh;aneh;;
anehnya;aneh;;
wagu;aneh;;
nyleneh;aneh;;
keanehan;aneh;;
keanekaragaman;aneka ragam;;
anganangan;angan;;
angel;angel;;
anggap;anggap;;
dianggap;anggap;;
dlanggar;anggar;;
anggaran;anggaran;;
anggota;anggota;;
anggraeni;anggraeni;;
anggun;anggun;;
angin;angin;;
angkasa;angkasa;;
angkat;angkat;;
ngangkat;angkat;;
mengangkat;angkat;;
mengankat;angkat;;
diangkat;angkat;;
angkring;angkring;;
ngangkring;angkring;;
angkringan;angkringan;;
diangkringan;angkringan;;
angkuh;angkuh;;
angkuhnya;angkuh;;
angon;angon;;
angsal;angsal;;
teraniaya;aniaya;;
anjiiir;anjing;;
anjing;anjing;;
asu;anjing;;
asui;anjing;;
asuu;anjing;;
asuuhh;anjing;;
asuuu;anjing;;
asuuuu;anjing;;
dianjingnang;anjing;;
anjurkan;anjur;;
annasahmed;annasahmed;;
aniversary;anniversarry;;
anivv;anniversarry;;
anniversarry;anniversarry;;
anniversary;anniversarry;;
anniversay;anniversarry;;
anyversary;anniversarry;;
announce;announce;;
anonymous;anonymous;;
antra;antara;;
perantara;antara;;
anteb;anteb;;
antek;antek;;
anteknya;antek;;
anti;anti;;
antikritik;anti kritik;;
antimainstream;anti mainstream;;
antitank;anti tank;;
anto;anto;;
antoo;anto;;
antre;antri;;
antrean;antri;;
antri;antri;;
ngantrinya;antri;;
antusias;antusias;;
antyogawisnu;antyogawisnu;;
anu;anu;;
anwar;anwar;;
apaapa;apa;;
apalah;apa;;
apanya;apa;;
apapun;apa;;
apasih;apa;;
po;apa;;
opo;apa;;
opoh;apa;;
opokke;apa;;
opone;apa;;
dikapakke;apa;;
apakata;apa kata;;
aparat;aparat;;
aparate;aparat;;
apartemen;apartemen;;
apartemennya;apartemen;;
apartement;apartemen;;
apartementnya;apartemen;;
apartemet;apartemen;;
apartmen;apartemen;;
apartment;apartemen;;
apartmn;apartemen;;
apartrmen;apartemen;;
appartemen;apartemen;;
aprtemen;apartemen;;
apt;apartemen;;
apartemencondotel;apartemen condotel;;
apartementcondotelhotel;apartemen condotel hotel;;
apartemenhotel;apartemen hotel;;
apartemenhotelnya;apartemen hotel;;
apartementhotelmalll;apartemen hotel malll;;
apartemenmalll;apartemen malll;;
apartemenwarga;apartemen warga;;
apatemencondotely;apatemen condotel;;
apatis;apatis;;
apbdp;apbdp;;
apbn;apbn;;
apek;apek;;
apes;apes;;
apesnya;apes;;
api;api;;
genine;api;;
apik;apik;;
apike;apik;;
apikki;apik;;
apix;apik;;
apple;apple;;
apr;apr;;
apresiasi;apresiasi;;
apresiasinya;apresiasi;;
diapresiasi;apresiasi;;
april;april;;
aquamix;aquamix;;
arab;arab;;
arah;arah;;
arahan;arah;;
terarah;arah;;
diarahkan;arah;;
aras;aras;;
arcaf;arcaf;;
archive;archive;;
ardelia;ardelia;;
ardi;ardi;;
area;area;;
areng;areng;;
arep;arep;;
arepngopo;arep ngopo;;
argha;argha;;
argumen;argumen;;
argumenkan;argumen;;
arial;arial;;
arief;arief;;
arif;arif;;
aripch;arif;;
arifin;arifin;;
aristokrasi;aristokrasi;;
aristokrat;aristokrasi;;
arjuna;arjuna;;
arma;arma;;
armour;armour;;
arogansi;arogansi;;
aroma;aroma;;
arp;arp;;
arsitek;arsitek;;
arsitektur;arsitektur;;
arsitekturnya;arsitektur;;
arsitekturperencanaan;arsitektur rencana;;
art;art;;
berarty;arti;;
brarti;arti;;
arti;arti;;
artine;arti;;
diartikan;arti;;
artika;artika;;
artikel;artikel;;
artikelnya;artikel;;
artis;artis;;
artist;artis;;
artistnya;artis;;
artists;artis;;
arts;artis;;
artistik;artistik;;
artwork;artwork;;
artworknya;artwork;;
arus;arus;;
arya;arya;;
asa;asa;;
berasal;asal;;
asalan;asal;;
asalmu;asal;;
waton;asal;;
muasalnya;asal;;
berasam;asam;;
asap;asap;;
kebul;asap;;
asas;asas;;
asasi;asasi;;
asat;asat;;
asek;asek;;
aseli;aseli;;
aset;aset;;
asetaset;aset;;
asi;asi;;
asia;asia;;
asik;asik;;
asing;asing;;
terasing;asing;;
terasingkan;asing;;
asli;asli;;
asline;asli;;
aspal;aspal;;
aspek;aspek;;
diaspek;aspek;;
aspeklingkungan;aspek lingkungan;;
aspirasi;aspirasi;;
aspirasimu;aspirasi;;
aspirations;aspirasi;;
aspirasitentang;aspirasi tentang;;
asramany;asrama;;
asri;asri;;
asrikan;asri;;
keasrian;asri;;
keasriannya;asri;;
assalamualaikum;assalamualaikum;;
afu;asu;;
asuransi;asuransi;;
asuyuti;asuyuti;;
asyik;asyik;;
atasnya;atas;;
ats;atas;;
nduwur;atas;;
ngatasi;atas;;
keatas;atas;;
dhuwur;atas;;
dhuwurdhuwur;atas;;
diatas;atas;;
duwur;atas;;
duwurduwuran;atas;;
duwurku;atas;;
atasnamakan;atas nama;;
mengatasnamakan;atas nama;;
atase;atase;;
atasi;atasi;;
atw;atau;;
utawa;atau;;
utowa;atau;;
utowo;atau;;
atm;atm;;
ato;atos;;
atos;atos;;
atraksi;atraksi;;
atrium;atrium;;
atuh;atuh;;
beraturan;aturan;;
aturan;aturan;;
audiensi;audiensi;;
aura;aura;;
autopilot;autopilot;;
aw;aw;;
awak;awak;;
awake;awak;;
awakku;awak;;
awakmu;awak;;
awakdewe;awak dewe;;
brawal;awal;;
awali;awal;;
ngawal;awal;;
mengawal;awal;;
diawali;awal;;
awan;awan;;
award;award;;
awarding;award;;
awas;awas;;
awasi;awas;;
away;away;;
awesome;awesome;;
awujud;awujud;;
awut;awut;;
awutan;awutan;;
axis;axis;;
ayah;ayah;;
ayahnya;ayah;;
ayam;ayam;;
ayat;ayat;;
ayem;ayem;;
ayo;ayo;;
ayok;ayo;;
ayolah;ayo;;
ayoo;ayo;;
ayooo;ayo;;
yuk;ayo;;
nyok;ayo;;
hayo;ayo;;
hayoo;ayo;;
hayu;ayo;;
ngayomi;ayom;;
ayu;ayu;;
azis;azis;ulang tahun;20
bab;bab;;
babagan;babagan;;
babanjaran;babanjaran;;
babarsari;babarsari;;
dibabat;babat;;
babi;babi;;
baby;baby;;
baca;baca;;
bacaan;baca;;
bacanya;baca;;
bc;baca;;
bca;baca;;
woco;baca;;
pembacaan;baca;;
re;baca;;
read;baca;;
mbacanya;baca;;
membaca;baca;;
moco;baca;;
dibaca;baca;;
dibacakan;baca;;
diwoco;baca;;
bacadolan;baca dolan;;
back;back;;
backdrop;backdrop;;
backyard;backyard;;
bacok;bacok;;
bacokan;bacok;;
badai;badai;;
brbagai;bagai;;
gmana;bagaiman;;
gmn;bagaiman;;
gmna;bagaiman;;
bagamana;bagaimana;;
bgm;bagaimana;;
bgmn;bagaimana;;
piye;bagaimana;;
piyeki;bagaimana;;
pripun;bagaimana;;
py;bagaimana;;
pye;bagaimana;;
pyee;bagaimana;;
kepie;bagaimana;;
kepiye;bagaimana;;
dipripunke;bagaimana;;
bagibagi;bagi;;
bagiin;bagi;;
bagikan;bagi;;
berbagi;bagi;;
sharing;bagi;;
membagikan;bagi;;
kebagian;bagi;;
dibagikan;bagi;;
dishare;bagi;;
dishared;bagi;;
dishareke;bagi;;
bagiokirun;bagio kirun;;
bagun;bagun;;
bagus;bagus;;
bagusin;bagus;;
baguss;bagus;;
bgus;bagus;;
buaguuusss;bagus;;
bahagia;bahagia;;
bahagiamu;bahagia;;
bahagianya;bahagia;;
berbahagia;bahagia;;
bhgia;bahagia;;
bungah;bahagia;;
kebahagi;bahagia;;
kebahagiaan;bahagia;;
kebahagian;bahagia;;
hepi;bahagia;;
bahan;bahan;;
bahas;bahas;;
pembaasan;bahas;;
pmbahasan;bahas;;
ngebahas;bahas;;
mbahas;bahas;;
membahas;bahas;;
dibahas;bahas;;
bahasa;bahasa;;
bahasane;bahasa;;
bahasannya;bahasa;;
bahasanya;bahasa;;
bahaya;bahaya;;
berbahaya;bahaya;;
membahayakan;bahaya;;
bhkan;bahkan;;
bhw;bahwa;;
bhwa;bahwa;;
baikbaik;baik;;
berbaik;baik;;
perbaiki;baik;;
sebaikbaiknya;baik;;
terbaik;baik;;
terbaikmu;baik;;
memperbaiki;baik;;
kebaikan;baik;;
bait;bait;;
baja;baja;;
bajingaaaannnn;bajingan;;
jingan;bajingan;;
jinguk;bajingan;;
klambi;baju;;
baju;baju;;
bak;bak;;
bkal;bakal;;
bkali;bakal;;
bakale;bakale;;
kobong;bakar;;
kobongan;bakar;;
bakar;bakar;;
bakarr;bakar;;
pembakar;bakar;;
terbakar;bakar;;
membakar;bakar;;
kebakar;bakar;;
kebakaran;bakar;;
diobong;bakar;;
bakpia;bakpia;;
bakpiane;bakpia;;
bakriepun;bakrie;;
bakrieland;bakrieland;;
bakso;bakso;;
baksos;baksos;;
bakul;bakul;;
bakule;bakul;;
bal;bal;;
balbalan;bal balan;;
balada;balada;;
bale;balai;;
balai;balai kota;;
balaikota;balai kota;;
balkot;balai kota;;
balan;balan;;
balangi;balangi;;
balapan;balapan;;
dibalas;balas;;
balek;balek;;
baleke;balekno;;
balekno;balekno;;
dibaleni;baleni;;
balet;balet;;
bali;bali;;
bli;bali;;
blie;bali;;
blii;bali;;
mbali;bali;;
dibali;bali;;
mbaliaksi;bali aksi;;
balihobaliho;bali baliho;;
balijogja;bali jogja;;
balijumatan;bali jumatan;;
balitolakreklamasi;bali tolak reklamasi;;
baliho;baliho;;
balihomu;baliho;;
balihone;baliho;;
balikin;balik;;
balikkan;balik;;
balikke;balik;;
terbalik;balik;;
mbalik;balik;;
dibalik;balik;;
dibaliknya;balik;;
balikpapan;balikpapan;;
balirejo;balirejo;;
balita;balita;;
balon;balon;;
balungan;balungan;;
dibalut;balut;;
pring;bambu;;
bamper;bamper;;
bancakan;bancakan;;
band;band;;
ngeband;band;;
bandara;bandara;;
bandarnya;bandara;;
banding;banding;;
bandingkan;banding;;
berbanding;banding;;
sebanding;banding;;
dibanding;banding;;
dibandingkan;banding;;
banditnya;bandit;;
bandung;bandung;;
bang;bang;;
dibarengi;banger;;
bangeettt;banget;;
banget;banget;;
bangettt;banget;;
bangettttt;banget;;
bangetzzzzzz;banget;;
bgt;banget;;
bianget;banget;;
bingiiiiiittttttt;banget;;
bingit;banget;;
bingits;banget;;
bingitss;banget;;
bingitt;banget;;
bnget;banget;;
buaaangetttt;banget;;
bangga;bangga;;
banggakan;bangga;;
banggane;bangga;;
membanggakan;bangga;;
kebanggan;bangga;;
dibanggakan;bangga;;
bangjo;bangjo;;
bangka;bangka;;
bangkit;bangkit;;
bangkrut;bangkrut;;
bangsa;bangsa;;
bangsat;bangsat;;
bangun;bangun;;
bangunlah;bangun;;
bangunn;bangun;;
bgn;bangun;;
bgun;bangun;;
bgunan;bangun;;
bngun;bangun;;
bngung;bangun;;
bngunn;bangun;;
pem;bangun;;
pemabangunan;bangun;;
pemb;bangun;;
pembanguan;bangun;;
pembangunan;bangun;;
pembangunanmu;bangun;;
pembangunanny;bangun;;
pembangunannya;bangun;;
pembangunanya;bangun;;
pembanhunan;bangun;;
pembngunan;bangun;;
pmbangunan;bangun;;
pmbangunn;bangun;;
pmbgnan;bangun;;
pmbngunan;bangun;;
tangi;bangun;;
terbangun;bangun;;
mbangun;bangun;;
membangun;bangun;;
mrmbangun;bangun;;
dibagun;bangun;;
dibangun;bangun;;
dibangunnya;bangun;;
dibgn;bangun;;
dibngn;bangun;;
bagunan;bangunan;;
bagungan;bangunan;;
bangunan;bangunan;;
bangunannya;bangunan;;
bangunen;bangunan;;
bangungan;bangunan;;
bangunnya;bangunan;;
bangunanbangunan;bangunan bangunan;;
banguntapan;banguntapan;;
banjir;banjir;;
banjiri;banjir;;
kebanjiran;banjir;;
dibanjiri;banjir;;
bank;bank;;
banksy;banksy;;
banksys;banksy;;
banneer;banner;;
bantah;bantah;;
terbantahkan;bantah;;
bantal;bantal;;
bantaran;bantaran;;
dibantaran;bantaran;;
banten;banten;;
banteng;banteng;;
kubantu;bantu;;
bantiun;bantu;;
bantu;bantu;;
bantuanku;bantu;;
bantuin;bantu;;
bntu;bantu;;
bntuan;bantu;;
rewangi;bantu;;
ngewangi;bantu;;
membantu;bantu;;
bantuandoa;bantu doa;;
membantutolong;bantu tolong;;
bantul;bantul;;
mbantul;bantul;;
kokehan;banyak;;
baanyaak;banyak;;
banyakin;banyak;;
banyaknya;banyak;;
bnyak;banyak;;
bnyk;banyak;;
bnyknya;banyak;;
buanyak;banyak;;
byknya;banyak;;
akaeh;banyak;;
akeh;banyak;;
perbanyak;banyak;;
perbanyaklah;banyak;;
sebanyakbanyaknya;banyak;;
sebanyaknya;banyak;;
uaekeeeh;banyak;;
okeh;banyak;;
kakean;banyak;;
kakehan;banyak;;
katah;banyak;;
kathah;banyak;;
kebanyakan;banyak;;
hokeh;banyak;;
diperbanyak;banyak;;
banyu;banyu;;
banyuku;banyu;;
banyune;banyu;;
banyumas;banyumas;;
banyuwangi;banyuwangi;;
bap;bap;;
bapake;bapak;;
bapakmu;bapak;;
bapaku;bapak;;
bpk;bapak;;
bpkmu;bapak;;
bappeda;bappeda;;
bar;bar;;
bariki;bar;;
barang;barang;;
barat;barat;;
bareng;bareng;;
bebarengan;bareng;;
baris;baris;;
barisan;baris;;
barokah;barokah;;
barunya;baru;;
baruu;baru;;
br;baru;;
bru;baru;;
anyar;baru;;
anyare;baru;;
teranyar;baru;;
terbaru;baru;;
nembe;baru;;
new;baru;;
kebaruan;baru;;
barutdk;baru tidak;;
barusan;barusan;;
basa;basa;;
basabasi;basa basi;;
basah;basah;;
teles;basah;;
basement;basement;;
basi;basi;;
basiyo;basi yo;;
basis;basis;;
berbasis;basis;;
basmi;basmi;;
bata;bata;;
batak;batak;;
batako;batako;;
batal;batal;;
dibatalkan;batal;;
batang;batang;;
batas;batas;;
batasi;batas;;
pembatas;batas;;
pembatasan;batas;;
sebatas;batas;;
terbatas;batas;;
dibatasi;batas;;
bathara;bathara;;
bathi;bathi;;
batik;batik;;
batikcityosd;batik city osd;;
batikan;batikan;;
batin;batin;;
batinku;batin;;
batoegana;batoegana;;
batu;batu;;
batuan;batu;;
watu;batu;;
batubata;batu bata;;
bau;bau;;
mambu;bau;;
bawa;bawa;;
bawaan;bawa;;
bawane;bawa;;
pembawa;bawa;;
nggawa;bawa;;
nggowo;bawa;;
membawa;bawa;;
dibawa;bawa;;
bawabawa;bawa bawa;;
bwh;bawah;;
kebawah;bawah;;
dibawah;bawah;;
dibwh;bawah;;
digowo;bawah;;
bawana;bawono;;
bawono;bawono;;
bhawana;bawono;;
buana;bawono;;
buwana;bawono;;
bay;bay;;
bayangan;bayang;;
bayangkan;bayang;;
bayangke;bayang;;
bayangno;bayang;;
ngebayang;bayang;;
mbayangke;bayang;;
membayangkan;bayang;;
dibayangke;bayang;;
bayar;bayar;;
bayare;bayar;;
bayari;bayar;;
bayarnya;bayar;;
berbayar;bayar;;
byar;bayar;;
pembayaran;bayar;;
mbayar;bayar;;
mbayare;bayar;;
mbayari;bayar;;
dibayar;bayar;;
bbm;bbm;;
bcb;bcb;;
bcs;bcs;;
bea;bea;;
beach;beach;;
beat;beat;;
beatnya;beat;;
beautiful;beauty;;
beauty;beauty;;
beban;beban;;
terbebani;beban;;
bebas;bebas;;
bebaskaannn;bebas;;
bebaskan;bebas;;
kebebasan;bebas;;
dibebaskan;bebas;;
bebek;bebek;;
bbrapa;beberapa;;
bbrp;beberapa;;
dibeberapa;beberapa;;
becak;becak;;
becakmu;becak;;
becakpun;becak;;
becik;becik;;
become;become;;
beda;beda;;
bedakan;beda;;
bedane;beda;;
bedanya;beda;;
bedo;beda;;
berbeda;beda;;
brbeda;beda;;
perbedaan;beda;;
membedakan;beda;;
bdil;bedil;;
bedhil;bedil;;
bedil;bedil;;
dibedil;bedil;;
beer;beer;;
beerday;beerday;;
begadang;begadang;;
begal;begal;;
bgni;begini;;
ngene;begini;;
ngne;begini;;
bgitu;begitu;;
bgtu;begitu;;
ngono;begitu;;
ngoten;begitu;;
bego;bego;;
begundal;begundal;;
behind;behind;;
bejud;bejat;;
bejibun;bejibun;;
bekas;bekas;;
bekase;bekas;;
bekasi;bekasi;;
bekingnya;beking;;
bekti;bekti;;
dibekukan;beku;;
bela;bela;;
belaian;bela;;
belain;bela;;
belo;bela;;
membela;bela;;
dibela;bela;;
belajar;belajar;;
blajar;belajar;;
pembelajaran;belajar;;
sinau;belajar;;
belaka;belaka;;
belakangnya;belakang;;
blkg;belakang;;
blkng;belakang;;
mburine;belakang;;
belakanghotel;belakang hotel;;
belalakan;belalakan;;
belanda;belanda;;
belanja;belanja;;
berbelanja;belanja;;
perbelanjaan;belanja;;
belantara;belantara;;
belasan;belasan;;
belawan;belawan;;
dibelenggu;belenggu;;
belepotan;belepotan;;
beli;beli;;
belikan;beli;;
pembeli;beli;;
pembelian;beli;;
terbeli;beli;;
tukoni;beli;;
tuku;beli;;
tukune;beli;;
tumbaaaassss;beli;;
tumbas;beli;;
nuku;beli;;
numbas;beli;;
membeli;beli;;
dibeli;beli;;
ditukoni;beli;;
dituku;beli;;
beliau;beliau;;
beliaubeliau;beliau;;
menggok;belok;;
belom;belum;;
blm;belum;;
blum;belum;;
urung;belum;;
rung;belum;;
hurung;belum;;
durong;belum;;
durung;belum;;
durunge;belum;;
belut;belut;;
bem;bem;;
ben;ben;;
benahi;benah;;
membenahi;benah;;
dibenake;benake;;
benalu;benalu;;
benarnya;benar;;
bener;benar;;
beneran;benar;;
bner;benar;;
bnr;benar;;
bnrink;benar;;
sbenernya;benar;;
sbnernya;benar;;
sbnrnya;benar;;
sbrnya;benar;;
sebenrnya;benar;;
membenarkan;benar;;
kebenaran;benar;;
btlbgd;benar banget;;
benarbenar;benar benar;;
bencana;bencana;;
benci;benci;;
kebencian;benci;;
dibenci;benci;;
benda;benda;;
bendera;bendera;;
benderaku;bendera;;
terbendung;bendung;;
bengak;bengak;;
bengakbengok;bengak bengok;;
bengi;bengi;;
bengok;bengok;;
bening;bening;;
wening;bening;;
benoa;benoa;;
bensin;bensin;;
membentak;bentak;;
bentangkan;bentang;;
bntng;bentang;;
terbentang;bentang;;
membentang;bentang;;
bntar;bentar;;
benteng;benteng;;
bentuk;bentuk;;
bentuknya;bentuk;;
berbentuk;bentuk;;
pembentukan;bentuk;;
membentuk;bentuk;;
mmbntuk;bentuk;;
ber;ber;;
keberadaan;berada;;
keberadaannya;berada;;
beranda;beranda;;
berandalan;berandalan;;
berangkat;berangkat;;
mangkat;berangkat;;
menyang;berangkat;;
pemberangusan;berangus;;
memberangus;berangus;;
diberangus;berangus;;
kewanen;berani;;
berani;berani;;
beranikah;berani;;
beranilah;berani;;
brani;berani;;
wani;berani;;
pemberani;berani;;
keberanian;berani;;
kendel;berani;;
dikendeli;berani;;
beranjak;beranjak;;
berantakan;berantakan;;
berantas;berantas;;
pemberantasan;berantas;;
diberantas;berantas;;
berantem;berantem;;
brapa;berapa;;
pinten;berapa;;
piro;berapa;;
pironan;berapa;;
sepiro;berapa;;
berapi;berapi;;
beras;beras;;
berat;berat;;
abot;berat;;
keberatan;berat;;
beerbagi;berbagi;;
berbenah;berbenah;;
berbenahlah;berbenah;;
berburu;berburu;;
bercampur;bercampur;;
berdampingan;berdampingan;;
berdaya;berdaya;;
berdayakan;berdaya;;
diberdayakan;berdaya;;
bdri;berdiri;;
berdiri;berdiri;;
berdirinya;berdiri;;
beres;beres;;
berhadapan;berhadapan;;
berhasil;berhasil;;
berhenti;berhenti;;
berhentilah;berhenti;;
berhibernasi;berhibernasi;;
bri;beri;;
brikan;beri;;
paringi;beri;;
paringono;beri;;
pemberi;beri;;
pemberian;beri;;
ngasi;beri;;
ngasih;beri;;
ngenei;beri;;
memberikanmu;beri;;
kei;beri;;
keii;beri;;
dikasih;beri;;
dikasihi;beri;;
dikei;beri;;
dikek;beri;;
pemberitahuan;beri tahu;;
beringas;beringas;;
beringes;beringas;;
beringin;beringin;;
brisik;berisik;;
kebrebekan;berisik;;
berita;berita;;
beritakan;berita;;
beritane;berita;;
beritanya;berita;;
news;berita;;
newspaper;berita;;
beritaberita;berita berita;;
berkah;berkah;;
berkas;berkas;;
berkaskompas;berkas kompas;;
berkat;berkat;;
berkeliaran;berkeliaran;;
keminter;berlagak pintar;;
berlian;berlian;;
berontak;berontak;;
pmbrntak;berontak;;
rebel;berontak;;
rebellion;berontak;;
resistensi;berontak;;
memberontak;berontak;;
brp;berpa;;
